logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene
0.430138571682284	8.231021509825	4.6530253066994	8.47095129766582e-06	0.12230178794947	3.17755334594797	THAP3
0.304120252047497	9.51001751775	4.46485347357519	1.81772428375539e-05	0.12230178794947	2.52951047794514	NPRL3
0.398721016768292	9.03677147945833	4.38022947543916	2.54575544202152e-05	0.12230178794947	2.24400612113635	GPR137
0.461290451283055	8.25182778184167	4.26317230499238	4.02897301022389e-05	0.12230178794947	1.85534612003935	ARMC5
-0.28460008246919	8.79558480205833	-4.25603880474015	4.14220118682056e-05	0.12230178794947	1.83190029553748	ADNP2
0.464260526503851	8.37475289305833	4.16955107265053	5.78252904746749e-05	0.12230178794947	1.54986312770342	ZNF668
0.352171425940307	9.48922034820833	4.13793674250174	6.52515766246329e-05	0.12230178794947	1.44780422667674	ABCB8
0.388578360469832	9.6162935194	4.12616282137578	6.82442303529595e-05	0.12230178794947	1.40993823709449	UBE2J2
0.370394689890885	8.30360586275	4.09784580175298	7.59895888980154e-05	0.12230178794947	1.31918804561462	PQLC2
-0.415338241284338	8.768180184675	-4.09416870650459	7.70550579318738e-05	0.12230178794947	1.30743697789789	FOXN2
0.521883828633504	8.294296388075	4.05824195823497	8.82457408667019e-05	0.127330581730572	1.19302854720907	RHBDD3
0.524576367801026	6.74243617955	4.03364298878971	9.67872523414704e-05	0.127465220003407	1.11511856125457	SPRN
-0.372494270351091	9.096873971725	-3.94692392001526	0.000133649058842266	0.127465220003407	0.843249355640006	OSGIN2
-0.454714113773428	6.32161252065833	-3.91771430836079	0.000148836986977856	0.127465220003407	0.752663805542609	HMBOX1
-0.333313161515405	8.28965555500833	-3.90452249421358	0.000156223140202128	0.127465220003407	0.711917836660947	C2orf69
-0.358626690722721	11.1160935922167	-3.89948094881819	0.000159137128350137	0.127465220003407	0.696373035563366	TMED7
0.276132054827984	10.65905419765	3.87169367045043	0.000176150186286276	0.127465220003407	0.610966002179693	FBRS
0.296774819533375	10.8246519473917	3.82621829991027	0.000207784166162154	0.127465220003407	0.472186746022801	NOC2L
-0.28600157687484	9.929904494425	-3.81242345808387	0.000218402454406211	0.127465220003407	0.430333851263389	NMD3
0.315545714503209	10.6818151182	3.79857166657259	0.000229582293304384	0.127465220003407	0.38842373811113	CPSF3L
0.928730131703465	5.83561822171667	3.78614216805824	0.000240075204355729	0.127465220003407	0.350915785676809	SCNN1D
