logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene
-0.482502603673879	2.69177713160549	-5.40756578318439	1.80826652626387e-06	0.0313806572967831	3.38737059655972	TAF6
-0.300350216377229	0.121450745700249	-4.72986845424922	1.885871175367e-05	0.163637041886594	1.74588243814519	PTCHD1
-0.469792432291841	0.284235350043702	-4.19947743635038	0.000110274028689698	0.434297742263237	0.492957818713513	UNC5A
-0.490651331095609	2.5330830140276	-3.9969707067173	0.000211894730821797	0.434297742263237	0.0271497725374861	KIAA0226
-0.442742372031726	1.49917804130042	-3.97109341103149	0.000230116952421368	0.434297742263237	-0.0317504142231213	C20orf96
-2.01255164500376	2.48932373321272	-3.95167927374328	0.000244773171028911	0.434297742263237	-0.0758406636728974	IL20RB
-0.457265746139403	3.20455317560589	-3.92337952811826	0.000267763565278797	0.434297742263237	-0.139955675359941	UBXN7
1.19375209715862	5.98153457167063	3.87243920176452	0.000314503219117194	0.434297742263237	-0.254890116081659	ALDH1A1
-0.345684942766173	2.44577270258672	-3.87130154942562	0.000315632014437533	0.434297742263237	-0.257449849449285	ZKSCAN5
-0.43156390938011	3.5485627822526	-3.83922019122115	0.000349120683408087	0.434297742263237	-0.329502951568582	TRRAP
-1.17808747017036	1.95750520025862	-3.8284321686472	0.000361132235542277	0.434297742263237	-0.353675114355632	IGF2
0.365888176027755	3.96771801248179	3.82084915136352	0.000369812442503036	0.434297742263237	-0.370648552996689	COX14
-0.299030427245475	0.925576972878482	-3.81260375790491	0.00037947878159116	0.434297742263237	-0.389088183196925	LY6G5B
-0.812266990298119	4.01662838339491	-3.79625272120524	0.000399371950941583	0.434297742263237	-0.425603873818559	MCM7
-1.50985688450229	0.324331971419185	-3.79351624917703	0.000402797780535936	0.434297742263237	-0.431708384878037	MSMP
-0.475822076914534	2.92009489419313	-3.78779438136535	0.000410052671521134	0.434297742263237	-0.444466487793916	SENP2
-0.350427673402596	2.3208769147915	-3.75453194265959	0.000454781172618511	0.434297742263237	-0.518463859665705	GMEB2
0.393659883422255	9.01900634988069	3.74353965139153	0.000470567463524956	0.434297742263237	-0.542854057510711	RPL13A
